country_code,country_name,year,sector,emission_mtco2,per_capita_tco2
DE,Germany,2000,WASTE,0.34,8.13
DE,Germany,2000,FUGITIVE EMISSIONS FROM FUELS,0.13,8.13
DE,Germany,2000,INDUSTRIAL PROCESSES,12.9,8.13
DE,Germany,2001,ENERGY INDUSTRIES,75.17,8.01
DE,Germany,2001,MANUFACTURING INDUSTRIES AND CONSTRUCTION,405.19,8.01
DE,Germany,2001,TRANSPORT,163.19,8.01
DE,Germany,2001,RESIDENTIAL AND OTHER SECTORS,61.8,8.01
DE,Germany,2001,WASTE,73.39,8.01
DE,Germany,2001,FUGITIVE EMISSIONS FROM FUELS,1.69,8.01
DE,Germany,2001,INDUSTRIAL PROCESSES,24.84,8.01
DE,Germany,2002,ENERGY INDUSTRIES,384.1,7.76
DE,Germany,2002,MANUFACTURING INDUSTRIES AND CONSTRUCTION,187.17,7.76
DE,Germany,2002,TRANSPORT,130.77,7.76
DE,Germany,2002,RESIDENTIAL AND OTHER SECTORS,51.25,7.76
DE,Germany,2002,WASTE,9.83,7.76
DE,Germany,2002,FUGITIVE EMISSIONS FROM FUELS,5.15,7.76
DE,Germany,2002,INDUSTRIAL PROCESSES,11.92,7.76
DE,Germany,2003,ENERGY INDUSTRIES,134.08,7.86
DE,Germany,2003,MANUFACTURING INDUSTRIES AND CONSTRUCTION,267.08,7.86
DE,Germany,2003,TRANSPORT,224.17,7.86
DE,Germany,2003,RESIDENTIAL AND OTHER SECTORS,100.03,7.86
DE,Germany,2003,WASTE,0.73,7.86
DE,Germany,2003,FUGITIVE EMISSIONS FROM FUELS,47.52,7.86
DE,Germany,2003,INDUSTRIAL PROCESSES,16.51,7.86
DE,Germany,2004,ENERGY INDUSTRIES,182.88,7.47
DE,Germany,2004,MANUFACTURING INDUSTRIES AND CONSTRUCTION,334.56,7.47
DE,Germany,2004,TRANSPORT,133.92,7.47
DE,Germany,2004,RESIDENTIAL AND OTHER SECTORS,43.16,7.47
DE,Germany,2004,WASTE,11.97,7.47
DE,Germany,2004,FUGITIVE EMISSIONS FROM FUELS,44.24,7.47
DE,Germany,2004,INDUSTRIAL PROCESSES,0.01,7.47
DE,Germany,2005,ENERGY INDUSTRIES,227.54,7.56
DE,Germany,2005,MANUFACTURING INDUSTRIES AND CONSTRUCTION,92.35,7.56
DE,Germany,2005,TRANSPORT,85.16,7.56
DE,Germany,2005,RESIDENTIAL AND OTHER SECTORS,131.41,7.56
DE,Germany,2005,WASTE,206.73,7.56
DE,Germany,2005,FUGITIVE EMISSIONS FROM FUELS,5.18,7.56
DE,Germany,2005,INDUSTRIAL PROCESSES,11.49,7.56
DE,Germany,2006,ENERGY INDUSTRIES,206.79,7.01
DE,Germany,2006,MANUFACTURING INDUSTRIES AND CONSTRUCTION,263.5,7.01
DE,Germany,2006,TRANSPORT,27.54,7.01
DE,Germany,2006,RESIDENTIAL AND OTHER SECTORS,55.4,7.01
DE,Germany,2006,WASTE,85.54,7.01
DE,Germany,2006,FUGITIVE EMISSIONS FROM FUELS,6.55,7.01
DE,Germany,2006,INDUSTRIAL PROCESSES,59.06,7.01
DE,Germany,2007,ENERGY INDUSTRIES,197.07,6.94
DE,Germany,2007,MANUFACTURING INDUSTRIES AND CONSTRUCTION,267.76,6.94
DE,Germany,2007,TRANSPORT,63.36,6.94
DE,Germany,2007,RESIDENTIAL AND OTHER SECTORS,48.89,6.94
DE,Germany,2007,WASTE,0.13,6.94
DE,Germany,2007,FUGITIVE EMISSIONS FROM FUELS,0.2,6.94
DE,Germany,2007,INDUSTRIAL PROCESSES,119.82,6.94
DE,Germany,2008,ENERGY INDUSTRIES,130.76,6.98
DE,Germany,2008,MANUFACTURING INDUSTRIES AND CONSTRUCTION,174.47,6.98
DE,Germany,2008,TRANSPORT,241.1,6.98
DE,Germany,2008,RESIDENTIAL AND OTHER SECTORS,95.25,6.98
DE,Germany,2008,WASTE,2.84,6.98
DE,Germany,2008,FUGITIVE EMISSIONS FROM FUELS,1.43,6.98
DE,Germany,2008,INDUSTRIAL PROCESSES,55.29,6.98
DE,Germany,2009,ENERGY INDUSTRIES,216.96,6.35
DE,Germany,2009,MANUFACTURING INDUSTRIES AND CONSTRUCTION,157.06,6.35
DE,Germany,2009,TRANSPORT,69.65,6.35
DE,Germany,2009,RESIDENTIAL AND OTHER SECTORS,1.24,6.35
DE,Germany,2009,WASTE,14.93,6.35
DE,Germany,2009,FUGITIVE EMISSIONS FROM FUELS,16.32,6.35
DE,Germany,2009,INDUSTRIAL PROCESSES,162.15,6.35
DE,Germany,2010,ENERGY INDUSTRIES,103.09,6.66
DE,Germany,2010,MANUFACTURING INDUSTRIES AND CONSTRUCTION,120.03,6.66
DE,Germany,2010,TRANSPORT,52.34,6.66
DE,Germany,2010,RESIDENTIAL AND OTHER SECTORS,63.52,6.66
DE,Germany,2010,WASTE,218.43,6.66
DE,Germany,2010,FUGITIVE EMISSIONS FROM FUELS,76.05,6.66
DE,Germany,2010,INDUSTRIAL PROCESSES,36.3,6.66
DE,Germany,2011,ENERGY INDUSTRIES,316.64,6.45
DE,Germany,2011,MANUFACTURING INDUSTRIES AND CONSTRUCTION,133.05,6.45
DE,Germany,2011,TRANSPORT,65.43,6.45
DE,Germany,2011,RESIDENTIAL AND OTHER SECTORS,79.37,6.45
DE,Germany,2011,WASTE,5.24,6.45
DE,Germany,2011,FUGITIVE EMISSIONS FROM FUELS,6.08,6.45
DE,Germany,2011,INDUSTRIAL PROCESSES,42.1,6.45
DE,Germany,2012,ENERGY INDUSTRIES,146.46,6.41
DE,Germany,2012,MANUFACTURING INDUSTRIES AND CONSTRUCTION,61.47,6.41
DE,Germany,2012,TRANSPORT,123.89,6.41
DE,Germany,2012,RESIDENTIAL AND OTHER SECTORS,296.11,6.41
DE,Germany,2012,WASTE,6.47,6.41
DE,Germany,2012,FUGITIVE EMISSIONS FROM FUELS,8.2,6.41
DE,Germany,2012,INDUSTRIAL PROCESSES,1.43,6.41
DE,Germany,2013,ENERGY INDUSTRIES,101.55,6.09
DE,Germany,2013,MANUFACTURING INDUSTRIES AND CONSTRUCTION,74.62,6.09
DE,Germany,2013,TRANSPORT,263.45,6.09
DE,Germany,2013,RESIDENTIAL AND OTHER SECTORS,93.78,6.09
DE,Germany,2013,WASTE,0.52,6.09
DE,Germany,2013,FUGITIVE EMISSIONS FROM FUELS,26.74,6.09
DE,Germany,2013,INDUSTRIAL PROCESSES,51.14,6.09
DE,Germany,2014,ENERGY INDUSTRIES,70.59,6.16
DE,Germany,2014,MANUFACTURING INDUSTRIES AND CONSTRUCTION,95.99,6.16
DE,Germany,2014,TRANSPORT,212.13,6.16
DE,Germany,2014,RESIDENTIAL AND OTHER SECTORS,57.76,6.16
DE,Germany,2014,WASTE,89.44,6.16
DE,Germany,2014,FUGITIVE EMISSIONS FROM FUELS,2.95,6.16
DE,Germany,2014,INDUSTRIAL PROCESSES,90.24,6.16
DE,Germany,2015,ENERGY INDUSTRIES,232.98,6.15
DE,Germany,2015,MANUFACTURING INDUSTRIES AND CONSTRUCTION,63.77,6.15
DE,Germany,2015,TRANSPORT,35.6,6.15
DE,Germany,2015,RESIDENTIAL AND OTHER SECTORS,90.17,6.15
DE,Germany,2015,WASTE,49.88,6.15
DE,Germany,2015,FUGITIVE EMISSIONS FROM FUELS,9.61,6.15
DE,Germany,2015,INDUSTRIAL PROCESSES,136.53,6.15
DE,Germany,2016,ENERGY INDUSTRIES,115.51,5.98
DE,Germany,2016,MANUFACTURING INDUSTRIES AND CONSTRUCTION,107.71,5.98
DE,Germany,2016,TRANSPORT,121.94,5.98
DE,Germany,2016,RESIDENTIAL AND OTHER SECTORS,133.84,5.98
DE,Germany,2016,WASTE,74.22,5.98
DE,Germany,2016,FUGITIVE EMISSIONS FROM FUELS,2.34,5.98
DE,Germany,2016,INDUSTRIAL PROCESSES,45.91,5.98
DE,Germany,2017,ENERGY INDUSTRIES,270.02,5.84
DE,Germany,2017,MANUFACTURING INDUSTRIES AND CONSTRUCTION,61.66,5.84
DE,Germany,2017,TRANSPORT,39.15,5.84
DE,Germany,2017,RESIDENTIAL AND OTHER SECTORS,64.23,5.84
DE,Germany,2017,WASTE,27.55,5.84
DE,Germany,2017,FUGITIVE EMISSIONS FROM FUELS,88.96,5.84
DE,Germany,2017,INDUSTRIAL PROCESSES,34.96,5.84
DE,Germany,2018,ENERGY INDUSTRIES,411.87,5.63
DE,Germany,2018,MANUFACTURING INDUSTRIES AND CONSTRUCTION,53.57,5.63
DE,Germany,2018,TRANSPORT,48.69,5.63
DE,Germany,2018,RESIDENTIAL AND OTHER SECTORS,15.19,5.63
DE,Germany,2018,WASTE,0.49,5.63
DE,Germany,2018,FUGITIVE EMISSIONS FROM FUELS,21.66,5.63
DE,Germany,2018,INDUSTRIAL PROCESSES,14.31,5.63
DE,Germany,2019,ENERGY INDUSTRIES,79.01,5.52
DE,Germany,2019,MANUFACTURING INDUSTRIES AND CONSTRUCTION,111.51,5.52
DE,Germany,2019,TRANSPORT,151.58,5.52
DE,Germany,2019,RESIDENTIAL AND OTHER SECTORS,138.37,5.52
DE,Germany,2019,WASTE,0.39,5.52
DE,Germany,2019,FUGITIVE EMISSIONS FROM FUELS,2.44,5.52
DE,Germany,2019,INDUSTRIAL PROCESSES,71.9,5.52
DE,Germany,2020,ENERGY INDUSTRIES,83.44,5.19
DE,Germany,2020,MANUFACTURING INDUSTRIES AND CONSTRUCTION,160.97,5.19
DE,Germany,2020,TRANSPORT,133.79,5.19
DE,Germany,2020,RESIDENTIAL AND OTHER SECTORS,92.05,5.19
DE,Germany,2020,WASTE,34.22,5.19
DE,Germany,2020,FUGITIVE EMISSIONS FROM FUELS,0.05,5.19
DE,Germany,2020,INDUSTRIAL PROCESSES,16.76,5.19
DE,Germany,2021,ENERGY INDUSTRIES,118.03,5.35
DE,Germany,2021,MANUFACTURING INDUSTRIES AND CONSTRUCTION,169.94,5.35
DE,Germany,2021,TRANSPORT,43.03,5.35
DE,Germany,2021,RESIDENTIAL AND OTHER SECTORS,3.79,5.35
DE,Germany,2021,WASTE,39.67,5.35
DE,Germany,2021,FUGITIVE EMISSIONS FROM FUELS,0.18,5.35
DE,Germany,2021,INDUSTRIAL PROCESSES,162.74,5.35
DE,Germany,2022,ENERGY INDUSTRIES,251.24,5.23
DE,Germany,2022,MANUFACTURING INDUSTRIES AND CONSTRUCTION,27.43,5.23
DE,Germany,2022,TRANSPORT,31.67,5.23
DE,Germany,2022,RESIDENTIAL AND OTHER SECTORS,45.11,5.23
DE,Germany,2022,WASTE,0.18,5.23
DE,Germany,2022,FUGITIVE EMISSIONS FROM FUELS,0.0,5.23
DE,Germany,2022,INDUSTRIAL PROCESSES,170.35,5.23
DE,Germany,2023,ENERGY INDUSTRIES,105.86,4.92
DE,Germany,2023,MANUFACTURING INDUSTRIES AND CONSTRUCTION,153.99,4.92
DE,Germany,2023,TRANSPORT,103.97,4.92
DE,Germany,2023,RESIDENTIAL AND OTHER SECTORS,56.59,4.92
DE,Germany,2023,WASTE,56.17,4.92
DE,Germany,2023,FUGITIVE EMISSIONS FROM FUELS,2.41,4.92
DE,Germany,2023,INDUSTRIAL PROCESSES,14.98,4.92
GB,United Kingdom,1990,ENERGY INDUSTRIES,181.08,9.94
GB,United Kingdom,1990,MANUFACTURING INDUSTRIES AND CONSTRUCTION,82.31,9.94
GB,United Kingdom,1990,TRANSPORT,113.97,9.94
GB,United Kingdom,1990,RESIDENTIAL AND OTHER SECTORS,88.91,9.94
GB,United Kingdom,1990,WASTE,0.2,9.94
GB,United Kingdom,1990,FUGITIVE EMISSIONS FROM FUELS,42.6,9.94
GB,United Kingdom,1990,INDUSTRIAL PROCESSES,92.4,9.94
GB,United Kingdom,1991,ENERGY INDUSTRIES,86.84,9.75
GB,United Kingdom,1991,MANUFACTURING INDUSTRIES AND CONSTRUCTION,116.57,9.75
GB,United Kingdom,1991,TRANSPORT,218.0,9.75
GB,United Kingdom,1991,RESIDENTIAL AND OTHER SECTORS,94.43,9.75
GB,United Kingdom,1991,WASTE,34.84,9.75
GB,United Kingdom,1991,FUGITIVE EMISSIONS FROM FUELS,28.64,9.75
GB,United Kingdom,1991,INDUSTRIAL PROCESSES,10.85,9.75
GB,United Kingdom,1992,ENERGY INDUSTRIES,160.73,9.24
GB,United Kingdom,1992,MANUFACTURING INDUSTRIES AND CONSTRUCTION,255.11,9.24
GB,United Kingdom,1992,TRANSPORT,76.95,9.24
GB,United Kingdom,1992,RESIDENTIAL AND OTHER SECTORS,25.46,9.24
GB,United Kingdom,1992,WASTE,7.78,9.24
GB,United Kingdom,1992,FUGITIVE EMISSIONS FROM FUELS,2.71,9.24
GB,United Kingdom,1992,INDUSTRIAL PROCESSES,30.05,9.24
GB,United Kingdom,1993,ENERGY INDUSTRIES,165.64,9.29
GB,United Kingdom,1993,MANUFACTURING INDUSTRIES AND CONSTRUCTION,152.99,9.29
GB,United Kingdom,1993,TRANSPORT,110.73,9.29
GB,United Kingdom,1993,RESIDENTIAL AND OTHER SECTORS,21.95,9.29
GB,United Kingdom,1993,WASTE,18.67,9.29
GB,United Kingdom,1993,FUGITIVE EMISSIONS FROM FUELS,27.4,9.29
GB,United Kingdom,1993,INDUSTRIAL PROCESSES,64.47,9.29
GB,United Kingdom,1994,ENERGY INDUSTRIES,46.39,8.96
GB,United Kingdom,1994,MANUFACTURING INDUSTRIES AND CONSTRUCTION,140.31,8.96
GB,United Kingdom,1994,TRANSPORT,201.69,8.96
GB,United Kingdom,1994,RESIDENTIAL AND OTHER SECTORS,99.38,8.96
GB,United Kingdom,1994,WASTE,12.23,8.96
GB,United Kingdom,1994,FUGITIVE EMISSIONS FROM FUELS,10.47,8.96
GB,United Kingdom,1994,INDUSTRIAL PROCESSES,31.88,8.96
GB,United Kingdom,1995,ENERGY INDUSTRIES,151.44,8.65
GB,United Kingdom,1995,MANUFACTURING INDUSTRIES AND CONSTRUCTION,173.68,8.65
GB,United Kingdom,1995,TRANSPORT,120.85,8.65
GB,United Kingdom,1995,RESIDENTIAL AND OTHER SECTORS,53.02,8.65
GB,United Kingdom,1995,WASTE,0.01,8.65
GB,United Kingdom,1995,FUGITIVE EMISSIONS FROM FUELS,2.14,8.65
GB,United Kingdom,1995,INDUSTRIAL PROCESSES,21.97,8.65
GB,United Kingdom,1996,ENERGY INDUSTRIES,153.62,8.3
GB,United Kingdom,1996,MANUFACTURING INDUSTRIES AND CONSTRUCTION,190.87,8.3
GB,United Kingdom,1996,TRANSPORT,74.05,8.3
GB,United Kingdom,1996,RESIDENTIAL AND OTHER SECTORS,23.37,8.3
GB,United Kingdom,1996,WASTE,28.8,8.3
GB,United Kingdom,1996,FUGITIVE EMISSIONS FROM FUELS,0.08,8.3
GB,United Kingdom,1996,INDUSTRIAL PROCESSES,31.12,8.3
GB,United Kingdom,1997,ENERGY INDUSTRIES,112.6,8.31
GB,United Kingdom,1997,MANUFACTURING INDUSTRIES AND CONSTRUCTION,99.9,8.31
GB,United Kingdom,1997,TRANSPORT,116.44,8.31
GB,United Kingdom,1997,RESIDENTIAL AND OTHER SECTORS,97.68,8.31
GB,United Kingdom,1997,WASTE,6.76,8.31
GB,United Kingdom,1997,FUGITIVE EMISSIONS FROM FUELS,22.13,8.31
GB,United Kingdom,1997,INDUSTRIAL PROCESSES,46.96,8.31
GB,United Kingdom,1998,ENERGY INDUSTRIES,100.23,7.63
GB,United Kingdom,1998,MANUFACTURING INDUSTRIES AND CONSTRUCTION,52.1,7.63
GB,United Kingdom,1998,TRANSPORT,86.61,7.63
GB,United Kingdom,1998,RESIDENTIAL AND OTHER SECTORS,78.73,7.63
GB,United Kingdom,1998,WASTE,15.74,7.63
GB,United Kingdom,1998,FUGITIVE EMISSIONS FROM FUELS,20.7,7.63
GB,United Kingdom,1998,INDUSTRIAL PROCESSES,107.39,7.63
GB,United Kingdom,1999,ENERGY INDUSTRIES,248.04,7.78
GB,United Kingdom,1999,MANUFACTURING INDUSTRIES AND CONSTRUCTION,93.33,7.78
GB,United Kingdom,1999,TRANSPORT,34.38,7.78
GB,United Kingdom,1999,RESIDENTIAL AND OTHER SECTORS,25.58,7.78
GB,United Kingdom,1999,WASTE,30.6,7.78
GB,United Kingdom,1999,FUGITIVE EMISSIONS FROM FUELS,21.49,7.78
GB,United Kingdom,1999,INDUSTRIAL PROCESSES,17.41,7.78
GB,United Kingdom,2000,ENERGY INDUSTRIES,167.59,7.72
GB,United Kingdom,2000,MANUFACTURING INDUSTRIES AND CONSTRUCTION,113.34,7.72
GB,United Kingdom,2000,TRANSPORT,83.76,7.72
GB,United Kingdom,2000,RESIDENTIAL AND OTHER SECTORS,66.4,7.72
GB,United Kingdom,2000,WASTE,0.35,7.72
GB,United Kingdom,2000,FUGITIVE EMISSIONS FROM FUELS,13.35,7.72
GB,United Kingdom,2000,INDUSTRIAL PROCESSES,21.97,7.72
GB,United Kingdom,2001,ENERGY INDUSTRIES,166.38,7.54
GB,United Kingdom,2001,MANUFACTURING INDUSTRIES AND CONSTRUCTION,24.94,7.54
GB,United Kingdom,2001,TRANSPORT,77.68,7.54
GB,United Kingdom,2001,RESIDENTIAL AND OTHER SECTORS,27.01,7.54
GB,United Kingdom,2001,WASTE,9.13,7.54
GB,United Kingdom,2001,FUGITIVE EMISSIONS FROM FUELS,135.07,7.54
GB,United Kingdom,2001,INDUSTRIAL PROCESSES,15.77,7.54
GB,United Kingdom,2002,ENERGY INDUSTRIES,113.58,7.38
GB,United Kingdom,2002,MANUFACTURING INDUSTRIES AND CONSTRUCTION,58.94,7.38
GB,United Kingdom,2002,TRANSPORT,91.77,7.38
GB,United Kingdom,2002,RESIDENTIAL AND OTHER SECTORS,28.16,7.38
GB,United Kingdom,2002,WASTE,42.42,7.38
GB,United Kingdom,2002,FUGITIVE EMISSIONS FROM FUELS,69.22,7.38
GB,United Kingdom,2002,INDUSTRIAL PROCESSES,42.5,7.38
GB,United Kingdom,2003,ENERGY INDUSTRIES,203.64,7.18
GB,United Kingdom,2003,MANUFACTURING INDUSTRIES AND CONSTRUCTION,159.89,7.18
GB,United Kingdom,2003,TRANSPORT,42.59,7.18
GB,United Kingdom,2003,RESIDENTIAL AND OTHER SECTORS,23.52,7.18
GB,United Kingdom,2003,WASTE,0.08,7.18
GB,United Kingdom,2003,FUGITIVE EMISSIONS FROM FUELS,3.33,7.18
GB,United Kingdom,2003,INDUSTRIAL PROCESSES,1.64,7.18
GB,United Kingdom,2004,ENERGY INDUSTRIES,91.71,7.13
GB,United Kingdom,2004,MANUFACTURING INDUSTRIES AND CONSTRUCTION,30.05,7.13
GB,United Kingdom,2004,TRANSPORT,207.36,7.13
GB,United Kingdom,2004,RESIDENTIAL AND OTHER SECTORS,21.83,7.13
GB,United Kingdom,2004,WASTE,32.07,7.13
GB,United Kingdom,2004,FUGITIVE EMISSIONS FROM FUELS,1.87,7.13
GB,United Kingdom,2004,INDUSTRIAL PROCESSES,46.18,7.13
GB,United Kingdom,2005,ENERGY INDUSTRIES,211.42,6.62
GB,United Kingdom,2005,MANUFACTURING INDUSTRIES AND CONSTRUCTION,107.41,6.62
GB,United Kingdom,2005,TRANSPORT,41.71,6.62
GB,United Kingdom,2005,RESIDENTIAL AND OTHER SECTORS,12.95,6.62
GB,United Kingdom,2005,WASTE,1.35,6.62
GB,United Kingdom,2005,FUGITIVE EMISSIONS FROM FUELS,0.04,6.62
GB,United Kingdom,2005,INDUSTRIAL PROCESSES,25.44,6.62
GB,United Kingdom,2006,ENERGY INDUSTRIES,145.06,6.64
GB,United Kingdom,2006,MANUFACTURING INDUSTRIES AND CONSTRUCTION,104.5,6.64
GB,United Kingdom,2006,TRANSPORT,71.89,6.64
GB,United Kingdom,2006,RESIDENTIAL AND OTHER SECTORS,27.27,6.64
GB,United Kingdom,2006,WASTE,0.51,6.64
GB,United Kingdom,2006,FUGITIVE EMISSIONS FROM FUELS,41.15,6.64
GB,United Kingdom,2006,INDUSTRIAL PROCESSES,11.5,6.64
GB,United Kingdom,2007,ENERGY INDUSTRIES,42.18,6.31
GB,United Kingdom,2007,MANUFACTURING INDUSTRIES AND CONSTRUCTION,41.63,6.31
GB,United Kingdom,2007,TRANSPORT,19.16,6.31
GB,United Kingdom,2007,RESIDENTIAL AND OTHER SECTORS,173.25,6.31
GB,United Kingdom,2007,WASTE,46.89,6.31
GB,United Kingdom,2007,FUGITIVE EMISSIONS FROM FUELS,12.48,6.31
GB,United Kingdom,2007,INDUSTRIAL PROCESSES,46.03,6.31
GB,United Kingdom,2008,ENERGY INDUSTRIES,71.3,6.28
GB,United Kingdom,2008,MANUFACTURING INDUSTRIES AND CONSTRUCTION,190.89,6.28
GB,United Kingdom,2008,TRANSPORT,66.2,6.28
GB,United Kingdom,2008,RESIDENTIAL AND OTHER SECTORS,26.7,6.28
GB,United Kingdom,2008,WASTE,6.45,6.28
GB,United Kingdom,2008,FUGITIVE EMISSIONS FROM FUELS,3.32,6.28
GB,United Kingdom,2008,INDUSTRIAL PROCESSES,14.92,6.28
GB,United Kingdom,2009,ENERGY INDUSTRIES,92.97,5.63
GB,United Kingdom,2009,MANUFACTURING INDUSTRIES AND CONSTRUCTION,45.18,5.63
GB,United Kingdom,2009,TRANSPORT,27.14,5.63
GB,United Kingdom,2009,RESIDENTIAL AND OTHER SECTORS,60.81,5.63
GB,United Kingdom,2009,WASTE,0.24,5.63
GB,United Kingdom,2009,FUGITIVE EMISSIONS FROM FUELS,65.95,5.63
GB,United Kingdom,2009,INDUSTRIAL PROCESSES,48.12,5.63
GB,United Kingdom,2010,ENERGY INDUSTRIES,143.95,6.18
GB,United Kingdom,2010,MANUFACTURING INDUSTRIES AND CONSTRUCTION,17.5,6.18
GB,United Kingdom,2010,TRANSPORT,54.58,6.18
GB,United Kingdom,2010,RESIDENTIAL AND OTHER SECTORS,41.18,6.18
GB,United Kingdom,2010,WASTE,1.15,6.18
GB,United Kingdom,2010,FUGITIVE EMISSIONS FROM FUELS,14.61,6.18
GB,United Kingdom,2010,INDUSTRIAL PROCESSES,100.97,6.18
GB,United Kingdom,2011,ENERGY INDUSTRIES,91.64,5.89
GB,United Kingdom,2011,MANUFACTURING INDUSTRIES AND CONSTRUCTION,120.96,5.89
GB,United Kingdom,2011,TRANSPORT,26.8,5.89
GB,United Kingdom,2011,RESIDENTIAL AND OTHER SECTORS,59.24,5.89
GB,United Kingdom,2011,WASTE,0.07,5.89
GB,United Kingdom,2011,FUGITIVE EMISSIONS FROM FUELS,1.35,5.89
GB,United Kingdom,2011,INDUSTRIAL PROCESSES,56.55,5.89
GB,United Kingdom,2012,ENERGY INDUSTRIES,55.02,5.73
GB,United Kingdom,2012,MANUFACTURING INDUSTRIES AND CONSTRUCTION,214.25,5.73
GB,United Kingdom,2012,TRANSPORT,15.92,5.73
GB,United Kingdom,2012,RESIDENTIAL AND OTHER SECTORS,25.37,5.73
GB,United Kingdom,2012,WASTE,23.42,5.73
GB,United Kingdom,2012,FUGITIVE EMISSIONS FROM FUELS,0.0,5.73
GB,United Kingdom,2012,INDUSTRIAL PROCESSES,12.52,5.73
GB,United Kingdom,2013,ENERGY INDUSTRIES,162.41,5.57
GB,United Kingdom,2013,MANUFACTURING INDUSTRIES AND CONSTRUCTION,89.45,5.57
GB,United Kingdom,2013,TRANSPORT,65.0,5.57
GB,United Kingdom,2013,RESIDENTIAL AND OTHER SECTORS,13.29,5.57
GB,United Kingdom,2013,WASTE,5.73,5.57
GB,United Kingdom,2013,FUGITIVE EMISSIONS FROM FUELS,0.34,5.57
GB,United Kingdom,2013,INDUSTRIAL PROCESSES,0.95,5.57
GB,United Kingdom,2014,ENERGY INDUSTRIES,77.4,5.27
GB,United Kingdom,2014,MANUFACTURING INDUSTRIES AND CONSTRUCTION,72.59,5.27
GB,United Kingdom,2014,TRANSPORT,30.03,5.27
GB,United Kingdom,2014,RESIDENTIAL AND OTHER SECTORS,128.26,5.27
GB,United Kingdom,2014,WASTE,3.66,5.27
GB,United Kingdom,2014,FUGITIVE EMISSIONS FROM FUELS,0.38,5.27
GB,United Kingdom,2014,INDUSTRIAL PROCESSES,6.53,5.27
GB,United Kingdom,2015,ENERGY INDUSTRIES,86.42,5.22
GB,United Kingdom,2015,MANUFACTURING INDUSTRIES AND CONSTRUCTION,91.19,5.22
GB,United Kingdom,2015,TRANSPORT,65.88,5.22
GB,United Kingdom,2015,RESIDENTIAL AND OTHER SECTORS,44.67,5.22
GB,United Kingdom,2015,WASTE,3.72,5.22
GB,United Kingdom,2015,FUGITIVE EMISSIONS FROM FUELS,1.03,5.22
GB,United Kingdom,2015,INDUSTRIAL PROCESSES,23.12,5.22
GB,United Kingdom,2016,ENERGY INDUSTRIES,178.89,4.94
GB,United Kingdom,2016,MANUFACTURING INDUSTRIES AND CONSTRUCTION,82.4,4.94
GB,United Kingdom,2016,TRANSPORT,11.63,4.94
GB,United Kingdom,2016,RESIDENTIAL AND OTHER SECTORS,4.06,4.94
GB,United Kingdom,2016,WASTE,18.63,4.94
GB,United Kingdom,2016,FUGITIVE EMISSIONS FROM FUELS,1.33,4.94
GB,United Kingdom,2016,INDUSTRIAL PROCESSES,1.95,4.94
GB,United Kingdom,2017,ENERGY INDUSTRIES,77.65,5.11
GB,United Kingdom,2017,MANUFACTURING INDUSTRIES AND CONSTRUCTION,49.73,5.11
GB,United Kingdom,2017,TRANSPORT,57.77,5.11
GB,United Kingdom,2017,RESIDENTIAL AND OTHER SECTORS,45.57,5.11
GB,United Kingdom,2017,WASTE,34.13,5.11
GB,United Kingdom,2017,FUGITIVE EMISSIONS FROM FUELS,6.91,5.11
GB,United Kingdom,2017,INDUSTRIAL PROCESSES,37.23,5.11
GB,United Kingdom,2018,ENERGY INDUSTRIES,75.04,4.84
GB,United Kingdom,2018,MANUFACTURING INDUSTRIES AND CONSTRUCTION,26.31,4.84
GB,United Kingdom,2018,TRANSPORT,20.48,4.84
GB,United Kingdom,2018,RESIDENTIAL AND OTHER SECTORS,48.72,4.84
GB,United Kingdom,2018,WASTE,24.31,4.84
GB,United Kingdom,2018,FUGITIVE EMISSIONS FROM FUELS,66.9,4.84
GB,United Kingdom,2018,INDUSTRIAL PROCESSES,30.86,4.84
GB,United Kingdom,2019,ENERGY INDUSTRIES,43.25,4.67
GB,United Kingdom,2019,MANUFACTURING INDUSTRIES AND CONSTRUCTION,80.41,4.67
GB,United Kingdom,2019,TRANSPORT,64.13,4.67
GB,United Kingdom,2019,RESIDENTIAL AND OTHER SECTORS,35.79,4.67
GB,United Kingdom,2019,WASTE,0.16,4.67
GB,United Kingdom,2019,FUGITIVE EMISSIONS FROM FUELS,14.48,4.67
GB,United Kingdom,2019,INDUSTRIAL PROCESSES,44.39,4.67
GB,United Kingdom,2020,ENERGY INDUSTRIES,44.91,4.3
GB,United Kingdom,2020,MANUFACTURING INDUSTRIES AND CONSTRUCTION,72.36,4.3
GB,United Kingdom,2020,TRANSPORT,57.95,4.3
GB,United Kingdom,2020,RESIDENTIAL AND OTHER SECTORS,59.6,4.3
GB,United Kingdom,2020,WASTE,3.51,4.3
GB,United Kingdom,2020,FUGITIVE EMISSIONS FROM FUELS,11.6,4.3
GB,United Kingdom,2020,INDUSTRIAL PROCESSES,10.26,4.3
GB,United Kingdom,2021,ENERGY INDUSTRIES,28.71,4.51
GB,United Kingdom,2021,MANUFACTURING INDUSTRIES AND CONSTRUCTION,113.2,4.51
GB,United Kingdom,2021,TRANSPORT,1.85,4.51
GB,United Kingdom,2021,RESIDENTIAL AND OTHER SECTORS,61.13,4.51
GB,United Kingdom,2021,WASTE,7.42,4.51
GB,United Kingdom,2021,FUGITIVE EMISSIONS FROM FUELS,36.85,4.51
GB,United Kingdom,2021,INDUSTRIAL PROCESSES,23.78,4.51
